id,cuisine,name,review_count,rate,recommended
QW1czVOqwkNet53Km_BIyQ,japanese,Tataki Japanese Restaurant,152,3.5,0
qUOxvK1j0F293sZk5PdSBg,italian,Antico Noe,163,4.5,0
s9pCq2kw9k1JKL06N9BsiQ,british,Mary O's,123,4.0,0
noujMiOizbAWyDw8LbiM8Q,british,Union Hall,630,4.0,0
ZwSGKO5hy4tbW6528qEgkQ,chinese,Great Wall,13,3.5,0
-DevGRBabmLEXgremnzemQ,british,Kingston Hall,238,3.5,0
Cd11Q5nxqthvg5xQx2SW2g,chinese,Tasty Dumpling,464,3.5,0
IBGq73DGjR7rfnFEsTthcA,japanese,Sugi sushi,80,4.0,0
yzAJOjAV7BnLZpbISHZfWg,chinese,Joe's Ginger,516,3.0,1
ddaUQkqC53gzOGbMrdVqig,mexican,El Tapatio Mexican Restaurant,27,2.5,0
7_Dwf153h3_waVtmfYd8QQ,chinese,Grand Sichuan NY II,208,4.0,0
xrnk8mgoV7up6fauVmugpw,japanese,Jun-Men Ramen Bar,552,4.0,0
nAFhhGRLt5Ty9MJY50RsaQ,japanese,Asian Fusion Grills & Sushi,161,4.0,0
hKkPlYmHoS9Nb_UbGGqx8A,mexican,Street Taco,260,4.0,0
1YGpTYD8xIuUpK_beMhzSw,chinese,The Rice Noodle,122,4.0,0
LZcpNrQQqC5IWbE4c-9Cyw,italian,Buchetta Brick Oven Pizza,203,4.0,0
FDFE8nqstVJT07LquQ2kBA,italian,Buon Appetito,153,4.0,0
3LQD4aB3UYPteZfsyglV4w,thailand,Jin Sushi & Thai,78,4.0,0
x_u7DTvA4ypDBrPvVNx1CQ,american,"Whispers Restaurant, Bar & Lounge",73,4.5,0
26E3j9l0XW_onVIUP-ThCw,italian,Heidi's House By The Side Of The Road,567,4.5,0
2BrScW5a4HBDe85STpdYsQ,american,The Flame Diner,266,3.0,0
rhCs1nF5KTNwx-4YeyoK3g,italian,Bartolino's Fine Italian Pizza,38,4.0,0
CfOBb6NU2awo8xclJpKU3g,mexican,Chela Modern Mexican,250,4.5,0
dVR5KHPMZoU9rQvxhY5Otw,thailand,Thai Terminal,547,3.5,0
X6A6a8hTPd1pZFNZE80TfA,mexican,Tacos Cuautla Morelos,111,3.5,0
tRZcEKBNNwiZw1_Px_POag,british,Smith & Mills,273,4.0,0
M7bo7h-S4HqJfIYYghtXOQ,italian,Blue Eyes Restaurant,226,3.5,0
vZgJyMZlpSSS_Y-duxd4_A,chinese,Kings Co Imperial,259,4.0,0
WFx1VcopQGjW7jbERZUUbA,thailand,Tommy Thai,140,4.0,0
n7LORZ0fGxPhOfdlHYREKQ,thailand,Peak Thai Restaurant,178,3.5,0
98SsKXNs37ohAQERZbBPJg,chinese,King Food Chen,58,3.0,0
xSQp3Bj7b52PntW4ygsHaQ,japanese,Shobu Sushi & Grill,190,4.0,0
RKAK9AuzKR7K36ABcXPjTA,american,CC's Cafe,128,4.5,0
Jhx4OoFjXFp0YxqbW0KQog,american,Butter Midtown,896,3.5,0
YMcDo3UccCPvIJrQ5Yt9Yw,thailand,Rama Thai Cuisine,41,3.5,0
lgFApPVpbXnsIFw1CRJORw,italian,Cellini Restaurant,142,4.0,0
oVErTSAtA-DgyKoncr8NkA,mexican,Mojito's,94,3.0,0
tV5NNPI9f-BAB6FSl96CdQ,italian,Luigi's Gourmet Grill,171,3.5,0
1m6viubAWUgsTgguIrJT6A,mexican,Cosme,864,3.5,0
bRlJGSu-krMNI_I1IAhwVA,british,The Heights Bar and Grill,70,3.5,0
2iwT3iutZvmqzmu7oOkWFw,mexican,Dos Caminos,478,3.5,0
PYcL2z9gHj6-ZTlViT9Nqw,american,Minetta Tavern,2080,4.0,0
WV4wYPAGb3W69MfBqIZDHg,mexican,Dos Toros Taqueria,54,4.0,0
QlIVC8__DE4R6IRJrf-CVQ,mexican,Mi Tierra Restaurant,25,4.5,0
vUzvlghgEgGClsdiwz2Bfw,mexican,Taqueria Santa Fe,109,4.0,0
T-ciFE0hc6O2JDY8Y1cDgg,mexican,Foxy Johns Bar & Kitchen,262,4.0,0
dL6_XUUr_INX10IOMtSM0w,japanese,Oishi Bay,156,4.0,0
7RgdHGMY9Xa2Ur5y7vSBZQ,mexican,Homemade Taqueria,305,4.0,0
AUm7If5Cbvy20AnmyxE-xA,mexican,Dos Toros Taqueria,64,4.0,0
jKaR8TTkLBAFmMIsKU786g,mexican,Pio Pio 3,728,4.0,0
X5wyRbVV7x2OW-FxH5OokQ,american,Ambassador Grill & Lounge,5,3.5,0
LYDx1mo23fYTIUOpi7UojA,mexican,Lucio Angelita Taco,4,4.5,0
xfcO4PfzXYQRMuW0r4WZyA,thailand,Hale and Hearty,98,3.5,0
2Ugmqz5WYg_kACr8pKPrYA,american,Günter Seeger NY,97,4.5,0
i6TXF9Oh-0TFb3AsifIuYg,british,The Crown Inn,189,4.0,0
NVcKEwdKGSSDnIAceebMpw,chinese,Abacky Fusion Cuisine,22,3.5,0
FJIa0eSaMIcAMba1hVYV3A,japanese,Sushi Star,60,3.5,0
MOwB9YYd-Ko6nVgSB-ltQw,italian,Briciola,760,4.0,0
O2Wf9JozX-Av2SOV6EvmNw,american,Burgers By Honest Chops,239,4.0,0
6qzNc9Z9DHYYleKqrW_K3g,japanese,Takashi,937,4.0,0
-rcnTrCXznx3prVpqwHrhA,american,Herb N' Kitchen,45,2.5,0
JXcYD52B4190gIh6_RSXCg,british,Lilly's Craft and Kitchen,743,4.5,0
ZQ-dG0tuqniCmfJ2mptRpQ,american,Blue Ribbon Federal Grill,74,4.0,0
S7LCW6kIrPCMHYfnnqo7rg,american,Café 21,6,4.5,0
l7G5tDA96xbA_bx1ZgkOeg,chinese,ICHIRAN Midtown,397,4.0,0
faukkggAc_tuJ4THYlf4fg,italian,La Masseria,547,4.0,0
TsO4cjFld0Plznpimtn8uw,italian,Anchor Wine Bar,253,4.0,0
fc61TdsmBK_iX67P_gI-YA,mexican,Jicama NYC,19,3.5,0
k_y6o8zqI3cODdKABwWZ9g,chinese,China Garden,6,5.0,0
4jSMh01UBZljjLEWWllnKQ,chinese,Wonton Specialist,1,3.0,0
M7FR0flXH4yUq5Gh7-7Vog,american,Fedora,343,4.0,0
PerCtK0A27ku-cmBVMh5tw,italian,Porto Salvo,101,4.5,0
eTR6nfHvQzvKX7Dcd6JrfA,mexican,District Social,561,4.0,0
0ilxaqMZ-V-y-CsQnEpYWg,italian,Acappella,86,3.5,0
2LRg0V0K1iG6JqIvCND5kg,british,Peculier Pub,392,3.5,0
3FCxi2imtP_wMgsgsqIQOw,italian,Bocca Di Bacco,233,3.5,0
uCsyRxfIfiRqQQuK_JlfZA,american,Harlem Tavern,1148,3.5,0
TRVWU2c4SzbsgWOo6Dz2Aw,thailand,Hunger Pang,283,4.5,0
me1IBLFIImlQsafNPvMKdQ,british,Snowdonia,246,3.5,0
hYk1RkElIG5rWI4ywbi-BA,mexican,Laly's Restaurant,84,4.5,0
qrydcGQpeDP_1oFvx3qOeg,thailand,Somtum Der,643,4.0,0
OylxPnDT9xLqNvQEtWGa8A,american,Backstage Eatery,2,4.5,0
Qd4LleGL1MU7hcBYXcyVSA,chinese,Good Chinese Kitchen,30,4.0,0
r-By0Hcu8imVawDfIMwRdg,japanese,Niigata Kome Tosho,3,4.5,0
P_0XSN3msfzvEDX6clRTeg,italian,In Napoli,43,4.0,0
5YbnCuCq3peyUXwlMIC-SQ,chinese,Yang's Happy Wok,11,3.0,0
NsCmrhNRzn7iA6amdSdymQ,italian,Casa Giuseppe,73,4.5,0
Sqp7ukA0qpGcqWbDgMSOCA,chinese,Radiance Noodle Bar,17,3.0,0
9_0R5ZUXM_znsT1Hwa1qKA,american,The Writing Room,438,3.5,0
Xb-NlVV5gYKX2Amd_WeWoQ,japanese,Tanoshi Bento,62,4.0,0
KhGbD1U51KKcl6frzNDa0A,mexican,Taqueria El Patron Mexican Grill,160,3.5,0
HpjArOwDD0ddcD2cvCDp6Q,italian,Little Italy Pizza,240,4.0,0
AjZ9hwJRu77jgWIrnhsGcg,chinese,Modern Szechuan,11,3.0,0
aPmTYRZ6mYgpvpNpmI_Wdg,italian,Da Noi,130,4.0,0
8lYK0L12S3EPeJ0ZW2x9xA,japanese,New Ichiro Restaurant,440,4.0,0
1mp7uP6Kz_Zz4UClVfnjFQ,italian,Testo,174,4.5,0
SxKvgnkMMZdhBJcxxKQnww,chinese,Nobu Fifty Seven,1089,4.0,1
PxyxNj43WSDjRF588HFJdQ,british,The Craic,89,4.0,0
YCBjn0t4bMaQb8Bk7l37ng,chinese,Gan Asia,46,2.5,0
26M6nFVuA4bvhU0TBZOuLg,italian,Pierre Loti Midtown,291,4.5,0
nY7jGZGMR7XA95t2uey2hA,mexican,Viva Margarita,143,3.5,0
bacGm8cL-vUPHdR18_M7bw,chinese,Charley Mom Restaurant,79,3.5,0
AeNU0DYNtYDVPGnWAIh-0Q,chinese,Wok To Walk,354,3.5,0
OCTiJwvjoK81WoDwsTkFvA,italian,Paesano of Mulberry Street,651,4.0,0
kpR9je2H9MjKz6zpesyV6g,thailand,Thailicious,243,4.0,0
AIw_q3kqThesAPHZZ2A85A,mexican,Habanero Cafe Mexican Grill,56,3.5,0
t4hGjbQaZtBqDAEoqdCJoA,american,Richie's Burger Joint,72,4.0,0
iWNbMGC_6BLccFr9Aj0Ymw,japanese,Matsuya Japanese Steak House,73,3.0,0
kXuubLd6s3GidpqU3psPdw,thailand,Chao Thai Restaurant,354,4.0,0
9nLM3rfLRfVm-1qQH1jRGg,thailand,Asian Fusion On Stone,26,2.5,0
2KDvMziRqVxdbgMMO8QExw,chinese,Fu Run Dong Bei,441,4.0,0
lpLd3AFaMOV7LfPtvUiq8A,chinese,Mission Chinese,705,3.0,1
O-JNp80M1k1Vg6ccdzMmCw,japanese,Oishi Sushi,126,4.0,0
tk5cnLJDAlUmX_ZYBGzw1w,mexican,Tacos y quesadillas,11,4.5,0
DWUGmKmYQgIOFymkF5bKEw,japanese,Black Sushi,55,3.5,0
j9uuXTmbt4JCphSVg5DpgQ,italian,Cafe Rustico II,116,4.0,0
fIY1Nxn5AOlKTY5chy54nA,italian,Enzo Bruni La Pizza Gourmet,12,4.0,0
IBMaz2RZPkU1Ng9b8A6ywg,chinese,Lin's Kitchen,40,3.5,0
PYN67roncq-uYxKWPd7ukQ,thailand,Big Bowls Little Plates,169,4.0,0
U74_3F7r3tMhd6dmTmDBxQ,chinese,Macao trading,708,4.0,1
g2uaHoIX1e1Y2E63t6DLrg,mexican,Selena Rosa,276,3.5,0
9K8VhYvIA26AFMQY8S1soQ,thailand,M Noodle Shop,346,3.0,0
R9jTfyPlnfk23gy8VCCVAg,japanese,Shabushabu Macoron,50,4.5,0
z1OgXX3L9Ipl2mu-Hf4ADw,american,VIV,641,4.0,0
5FbVGhTO8U4wh0AATsN9tA,chinese,Wan's Garden,24,4.5,0
v4X0_xdRmVDQ5qgyGAubHw,american,Pickler,330,4.5,0
HfJhenvKDi-ds8SUJFwrLg,japanese,Momofuku Noodle Bar,4073,3.5,0
kA_Cw1YEGskuPuRYzLmgdQ,thailand,Aura Thai Kitchen,120,3.0,0
DPDznXYX5DBLBASKfxQ-DQ,japanese,Totto Ramen Hell's Kitchen,981,4.0,0
uXbm5anCKrg_wmzIwEOR7g,british,Eugene & Co,181,4.0,0
NXZFu7KHBrG02gzYneY5Xg,british,Ugly Kitchen,572,4.0,0
V0zC3awsklyxC0GFzmaTLg,italian,Sfilatino Italian Gourmet,168,4.0,0
f_1BjTChf6bobreSRpqhsw,italian,Arco Cafe,238,4.0,0
IYlO-XRwjZlUl0yoKY87cA,japanese,Cagen Japan Restaurant,179,4.0,0
cSzt3JMXamfaUBWkEEklOw,thailand,Thai Peppercorn,185,3.5,0
za9mYaRVWkwKkQfjRgvU0g,chinese,Taiwan Bear House,277,4.0,0
rHp_v8fU82U93hYPj3L_3A,mexican,Nacho Macho Taco,246,4.5,0
kmcgUxWhwlbmC-FAMTEF2g,american,Cafe D'Alsace,1126,4.0,0
Un20mnF89uceDmSPKFnqyg,american,JoJo's Philosophy,85,4.0,0
E1QQuFMX7DAEt8jV4attkA,chinese,Taste Good,89,3.5,0
6gE9N5wD4K-bbmSEBm7Lhw,chinese,Kong Kee,47,3.5,0
LqL-SEhj2m19dWBz0q-vqA,chinese,General Deb's,49,3.5,0
OAqsZMbjv66nOMqlimnYuQ,italian,Uva,2157,4.0,0
qnD3XDvYIrFh_FppNH90cA,thailand,Thais New York,119,4.0,0
KWIPsr4kQBLIpPTSwKTlig,british,Brookvin,284,4.0,0
6Ct7OeTRn4caY9g0swFBsw,mexican,La Contenta,671,4.5,0
