id,cuisine,name,review_count,rate,score,best_answer
t-Pm38_XhMnGfOYgkhaNRA,italian,Le Fanfare,146,4.0,0.3458872437477112,1.0
dWc0ijADaD6ZdclJ5LqQdg,italian,Paola's Restaurant,153,3.5,0.10487943887710571,1.0
eMoB_q8WIjgTogKaeNHKBA,italian,Jack and Fanny's,39,4.0,0.25799083709716797,1.0
wO9FMvtYqsJoYrnHDASE0A,mexican,Don Pancho Villa Restaurant,203,4.0,0.36607834696769714,1.0
n1EbqNtQQUg51rUd5A9_cA,thailand,Hi Noodle Etc,106,3.5,0.05367477238178253,0.0
uTXRhiUm5yXLLjC1oGy7ig,american,212 Steakhouse,602,4.0,0.8108489513397217,1.0
3_pn5nxp9NuGv7tJ61Mslw,thailand,Dhaka Garden,44,3.0,0.008058179169893265,0.0
3Yq-s6jngSsVzo13uYiplw,italian,Intermezzo,392,3.5,0.20467236638069153,1.0
MYPes7EWP5aLiVG1Z_9eFQ,chinese,Jing Fong,150,3.0,0.01345111709088087,0.0
n-JSnKZcF1Bs-RPcIlb0qw,american,Elephant & Castle,519,4.0,0.6992865204811096,1.0
-PfczM_ZR_m-piLsCpwA8w,mexican,Taqueria Buen Provecho,1,4.0,0.20939704775810242,1.0
WELTQ_RjOH_Al_f5OK88WA,japanese,Sushi King,7,4.0,0.21050341427326202,1.0
IOHaEgK1zDvUvB3SfKuGCw,mexican,Parker & Quinn,1213,4.0,0.9796625971794128,1.0
r2JVKalbucGf2nryywuL2w,chinese,Kopitiam,445,4.0,0.5786455869674683,1.0
q3_FgDWWuXcVGiNuo_OPBQ,italian,Fiaschetteria Pistoia,125,4.5,0.7201088666915894,1.0
TeBthQZ2xpxyvXheS08ovw,japanese,Blue Ribbon Sushi Izakaya,466,4.0,0.6416006684303284,1.0
dMrF98GlFYIPKYY5NVZHbw,italian,Gemma,619,3.5,0.33459538221359253,1.0
s-b1Mn_Gzkftz2MCjZ3lwg,american,Turntable LP Bar & Karaoke,138,4.0,0.37308651208877563,1.0
o5HNVvccTdsiGjT4Pubddg,american,Wallflower,241,4.0,0.5180245041847229,1.0
T1GdjfVQw76CtwswQ5JOXw,japanese,Koko Ramen,124,4.0,0.2756964862346649,1.0
_Kc_mFOk7zMPDcDhkdJE7A,mexican,Toloache Thompson,415,4.0,0.6127632856369019,1.0
CKvBgB53Y4qs0A_QskDAag,japanese,Sushiya,48,4.0,0.2448267936706543,1.0
TzVVPWK_4dhdSEpNqZwIhQ,italian,Toscana 49,198,4.0,0.36622354388237,1.0
bAPDGHHaLZs-XEFk7ZXGVA,chinese,Spice Saigon,169,3.5,0.07688593864440918,1.0
lP4ynyBoeFPywLg78XkMmw,italian,Cibo E Vino,283,4.0,0.5456262230873108,1.0
XzxlmC5W37klZXzSHrwOtA,american,Carnegie John's,83,4.5,0.7179502248764038,1.0
jwKPVep2qZYBUA6SLLQPvg,chinese,Legend 72,204,3.5,0.084587961435318,1.0
0AWdTQZ97G4rutU0z9Di6g,mexican,Fonda East Village,702,4.0,0.8290109634399414,1.0
9xRIcn0jTyvWNH9aBO3oAA,japanese,Kenka,1492,3.5,0.9494924545288086,1.0
Zz-1pzGqrgParLQ_LzY0lw,italian,Massoni,207,4.0,0.49877551198005676,1.0
wQU3LMmOPNzxL-ptOi_F5w,japanese,Kobeyaki,512,4.0,0.730868399143219,1.0
9j5r0NlYKRkBTVvnAcUcwg,chinese,China Taste,62,3.0,0.009293407201766968,0.0
pMoLPvwEipfaVz5NWU6A0g,mexican,Maya Mexican Restaurant,1,5.0,0.9338908195495605,1.0
YGaWUrDu9FE5i6Ca-Q5mew,thailand,Spice Thai Cuisine,313,4.0,0.5575317144393921,1.0
0KeuqyRSUAYLwMI-3ZAZJw,mexican,Maya Blue,23,3.0,0.0074766771867871284,0.0
NLHHXy87krCnRGXkeLhmsw,chinese,Steamed Rice Rolls Cart,9,4.5,0.6161026954650879,1.0
jhvlGPnHMZYJUMrc2XrSDg,mexican,Estrellita Poblana,229,4.0,0.49030351638793945,1.0
pepM7-yv4-jCT6S1nl6fPg,chinese,Asian Spicy Curry Pop-up,127,4.5,0.7895384430885315,1.0
AhqWTf8ObRg1ZcNRV_vzIQ,italian,15 Fox Place,101,4.5,0.7581120729446411,1.0
5UqEDoMZCrvhSKgCWg5GGw,japanese,Isohama,141,4.0,0.30029791593551636,1.0
BkXb82Y2OIsQ5RpNNQOYmQ,chinese,China Express,90,4.0,0.2986335754394531,1.0
5FbVGhTO8U4wh0AATsN9tA,chinese,Wan's Garden,24,4.5,0.6960386037826538,1.0
rZ9OFoSqy8u4WECfh--ylg,italian,Marta,778,4.0,0.908859133720398,1.0
o4qlz8mbN0jI2gCpFbkBIw,chinese,88 Dragon & Phoenix,23,3.5,0.0495082251727581,0.0
oqA75iXtO_h8YnsLmjLk8w,italian,Coco Pazzo,70,4.0,0.2492150366306305,1.0
2SFCL3jXHv6goWfOr-7GvQ,british,Kingside,227,3.5,0.1067882552742958,1.0
J8jqDEf5PySxoEKHKgKHuA,mexican,Heavenly Chicken and Ribs,8,4.5,0.7116196155548096,1.0
lFw3pv2MQ588kSfWodSIAQ,chinese,A+ Express,19,3.0,0.00965176708996296,0.0
NsCmrhNRzn7iA6amdSdymQ,italian,Casa Giuseppe,73,4.5,0.6934891939163208,1.0
hFI-5zcNZkR7Ppjl4YL37A,thailand,MyThai Cafe,321,3.5,0.13079382479190826,1.0
wG8HWutaTh8TKS4R586-5A,chinese,Fusia Asian Bistro,14,4.5,0.6009218096733093,1.0
dtk1Cstz5MHr-B1AOM_nXA,japanese,Gyu-Kaku Japanese BBQ,1101,4.0,0.9627705216407776,1.0
_Xl_MwD9OPSGX5Qq2Wr7Ug,american,One Lenox,44,4.5,0.6206234097480774,1.0
YDzygPhlc5fSE552u6hEWw,american,Gourmet 53,94,4.0,0.24108260869979858,1.0
BbODF2tZuw4xW_RFwMzwRg,chinese,Jiangnan Chinese Cuisine,40,3.5,0.04848192632198334,0.0
ZlNDeVv6UJ1cGzcSoypVOA,japanese,MIMI,96,4.5,0.6715673208236694,1.0
lQKKBtdp7No9HJ_tW6PuAQ,american,Fort Defiance,329,4.0,0.5021464824676514,1.0
0gMp5__7rq2csBndxnNtGQ,thailand,Star of Siam Thai Kitchen,90,3.0,0.009327687323093414,0.0
HpxYBu1ARzOGvuUcLJe54g,italian,Giardino 54,42,4.5,0.6462990641593933,1.0
iXu4yeTPxmusfT5gbeKeDA,british,The Duplex,280,3.5,0.16687458753585815,1.0
Zk8UgB9MDoIHWFYgAxNlIQ,mexican,De Mole,62,4.5,0.6784788370132446,1.0
8ehHoCBvudFwyhVywL99PQ,american,John's Coffee Shop,102,4.0,0.24702152609825134,1.0
QY_IgBYFzRulRV8sYUkHZQ,chinese,Hunan Kitchen of Grand Sichuan,226,4.0,0.4275768995285034,1.0
6oQ8eDd5PCf5Jr17RflH_g,british,Banter Irish Bar and Kitchen,644,4.0,0.7756057977676392,1.0
ICwNVmtICXCtvBTK027Ftg,mexican,My Mexico,27,4.5,0.6574847102165222,1.0
7ztNVUAfAyJXQLGU9BkPiw,thailand,Topaz Thai Restaurant,423,4.0,0.6549718976020813,1.0
herb-gOpfjJGeiYWXb2liw,mexican,presto fresh mexican,4,4.5,0.6120110154151917,1.0
RPBQC0LGOI1FrXiGKn0jHw,chinese,Empire East NY,69,3.5,0.05407493934035301,0.0
-82ju2_ebCeX3_mCcvTI_Q,mexican,El Sol de Cholula,29,4.0,0.30125102400779724,1.0
7sQYI_Ym9RzlxHIhJpj6hg,american,Arts and Crafts Beer Parlor,241,4.5,0.8658480644226074,1.0
nyN6xEgKkWTAM4C41nqpkQ,japanese,Hana Japanese Cuisine,170,3.5,0.07600298523902893,1.0
nvisU3jrXgA7xL5nEt3iXA,italian,Don Giovanni Ristorante,247,3.0,0.029199695214629173,0.0
-KrQ1gOiyXCbffsWyc5SNQ,italian,The Leopard at des Artistes,204,4.0,0.4635670781135559,1.0
Mp42nc-UIS9hk9VZbfxcjQ,italian,Cheech & Peppe's,5,4.0,0.2181197851896286,1.0
je92kXXWjANmiN-dfwNapg,japanese,Sushi Dojo NYC,396,4.0,0.5460174679756165,1.0
d6mslo1LlpkNPgb2HWOlEg,british,Fresh Kills Bar,92,4.5,0.6840851902961731,1.0
01m-oqxaCifh0s0eU03bBg,chinese,Asia Express,58,3.0,0.007614314556121826,0.0
7j6CGUCw93gEsYqSetCstw,japanese,Nomado 33,349,4.0,0.5230639576911926,1.0
aac8M8uK8XUDBNUR_SyZdw,chinese,The Bao Shoppe,180,4.0,0.43421056866645813,1.0
0cgtOfYGHv3stIZb7C9wHQ,mexican,La Perla Mexicana,40,4.0,0.3160723149776459,1.0
u3JBjUgrCdxy6WF0tnX3SA,japanese,Aji Sushi House,412,4.5,0.9191020131111145,1.0
y0iJ2BrB2rrOM-hogOO1mg,japanese,Yama Ramen,166,3.5,0.06504299491643906,0.0
8ceGPxcSMdwa8k7y-DLZxA,chinese,Sweet Yummy House,66,3.5,0.05563339591026306,0.0
_ngMUVP9eTqLgsJCbISjYA,mexican,Nova Burger and Mexican Grill,33,4.0,0.32413408160209656,1.0
qYDoWRdntIApGW6fEUHWIQ,italian,Biricchino,102,3.5,0.06275779008865356,0.0
jYhbUh1TV7SCfPxjIhVpcg,thailand,Baar Baar,433,4.0,0.6368656158447266,1.0
9jRwUN3z7k0seLOzWERVeg,japanese,Ramen-Ya,912,4.0,0.9269917607307434,1.0
oUVX94JtKyLPXozC2hemCg,italian,Manetta's Ristorante,340,4.0,0.5435708165168762,1.0
9bAyxRD6RsGEUQw424ovQA,japanese,Nishida Sho-ten,694,4.0,0.8236857056617737,1.0
f8ipr8Wdy1_wHhw7JgNqPQ,italian,Da Claudio,391,4.0,0.6632524728775024,1.0
mFjM_-mH0HTNFqp6ojmpwA,chinese,Yung Hsin,3,5.0,0.9103469848632812,1.0
31fcTAZjm1MG7abejOiI-Q,chinese,Long Cheng,4,4.5,0.5699521899223328,1.0
ak-EOiPVe9bnSnKXAVHNgg,japanese,The Japanese Pop-Up Restaurant,1,5.0,0.8731658458709717,1.0
5ghrfSMoy3HKtPxwyV_F0g,american,The Half Pint,421,3.5,0.17824892699718475,1.0
FgsN_18sk15FcTnYY3Ghjg,british,The Irish American,263,4.0,0.5352151393890381,1.0
Jwa9ibcOtv42oNpqdE7z8A,japanese,Ani Ramen House JC,439,4.0,0.6796809434890747,1.0
x593rd-PSjGje4Uks1FKEg,japanese,Rai Rai Ken,817,3.5,0.5638904571533203,1.0
V7xp6S7hqPGAQWuBdLTLYA,british,Moonstruck East Restaurant,202,2.5,0.0024847148451954126,0.0
GjEE8vvjqb7eeHA3BGNxAw,italian,Barolo East,7,4.0,0.25362497568130493,1.0
V96YbhzyAGsDByRrCWpBZA,japanese,Haru Sushi,348,3.0,0.020398050546646118,0.0
FST41XVNfiBgJHkutII-3w,american,American Retro,201,4.0,0.4424028694629669,1.0
AenVV_JJLVclWBNPZgXiRA,american,The Blue Box Cafe,236,3.5,0.10334248840808868,1.0
d7LM2UaxRQachlWhZGP_tg,italian,Casa Bella Restaurant,425,3.0,0.053590886294841766,0.0
HqpG67tbPpOZfKfM60pWcA,mexican,Social Drink and Food,38,4.0,0.25771617889404297,1.0
VaDcSFv8Ir6lZely4BhPOw,japanese,Shinshi Ramen,216,4.5,0.8299869894981384,1.0
DKGUSLiqNchBNatKoPM9QQ,chinese,Junzi Kitchen,142,4.0,0.3721189796924591,1.0
xUKC8OyvQbK7KzpE-S68dQ,japanese,Omakasa,76,4.0,0.2750755250453949,1.0
ZrDOoWJ9u6vX8v04p4Oiew,chinese,Mei Wei East,13,4.5,0.6764132380485535,1.0
zIpYFLBoSF8qyAUnkLeH8A,mexican,Latin Bites,77,4.0,0.37807780504226685,1.0
R3zLNeyNbmPJ09URzXgGfA,italian,Delizia 73,251,3.5,0.15366770327091217,1.0
kExRD3nL8Z2TntRtW5ACiw,british,Thistle & Fish & Chips,64,4.0,0.22982661426067352,1.0
7rxA2Ne0ON6iHFBJ6TJDIg,thailand,Luck Thai,135,3.5,0.07737021148204803,1.0
_sTaigaHcK8Pb1e-IcgGzw,mexican,Jalapeños,37,4.0,0.25085920095443726,1.0
4sNPRRefpFQl-fE_aU5XaA,mexican,Refried Beans Mexican Grill,238,3.5,0.14620161056518555,1.0
9qOUxAQD6Tasr9TVUlSvdg,mexican,Los Amigos Mexican Restaurant,119,3.0,0.015506142750382423,0.0
aLM9irVFlNoVlS9dGuW_Lg,italian,Amata,70,4.5,0.7585315704345703,1.0
zGThJJhL82LDEUlUFALImQ,italian,Battista Ristorante,83,4.0,0.3492937982082367,1.0
p7HH7fLzx_H1y2hkttYxtg,japanese,Robongi,445,3.5,0.2026200145483017,1.0
sSkLiIMnOBaN-XKwV5r3Cg,thailand,Spice,241,3.0,0.024013981223106384,0.0
6qYic55Ho8xEL_iWxlrGSg,chinese,Zou's Restaurant,2,4.5,0.5564391016960144,1.0
1ExwosnCMtb7D3SF5ovo6w,british,The Pomeroy,211,4.0,0.46946442127227783,1.0
Ai9zcAveCf-eRPup4HIXhw,american,Shorty's,257,4.0,0.4557722210884094,1.0
rln4dIU0ApGvEEI-Ne2bbA,japanese,Chikarashi,73,4.0,0.1960599571466446,1.0
dhR4FMfoN0-MT5JOs7B-5g,chinese,Rice Noodle Cart,57,4.5,0.6167920231819153,1.0
NmJ2xtfZrscfWB_a5wEbXQ,chinese,Home's Kitchen Chinese Restaurant,178,3.5,0.10191936790943146,1.0
4TLA47W1Z2xHKNQTjMHfYg,american,Elmo,676,3.5,0.37252703309059143,1.0
7NFnAxUjfiYg8QrGsjMJKw,american,Amused,31,4.5,0.6563937067985535,1.0
QKiVXF-Y1IK_NkRfvtY4sQ,british,One Star,135,4.5,0.7397361397743225,1.0
OQY_QgAYZhuNBsza2sl4YQ,chinese,Fuleen Seafood Restaurant,75,3.5,0.046359989792108536,0.0
bkIMbvXOcztDVz8bpyhMzQ,american,The Dead Poet,408,4.0,0.5892483592033386,1.0
yKV6FxxhtnjFq4cHICrNNA,mexican,La Maravillas De Tulcingo,55,3.5,0.052769239991903305,0.0
NoTuWQk3CHYQ_u_4JLmmbw,japanese,SuPoke Bar,22,4.0,0.195209801197052,1.0
WJS06XxRdc6DD1s4LWE9HA,thailand,Fish Cheeks,340,4.0,0.46604812145233154,1.0
MA3t_z0VwzTbPTq9O3mbyg,british,Dutch Kills Centraal,296,3.5,0.14711393415927887,1.0
-wnwpVjmtkHzvn7jPcLM-g,thailand,One Thai Chef,182,3.0,0.012467587366700172,0.0
O5Cm2yU32-Epf4HKEFAJEQ,italian,Il Postino,107,3.5,0.06356615573167801,0.0
iYROkn7nIyKHe81AI93IIQ,american,The Kitchen Sink,96,3.0,0.009098195470869541,0.0
HCceFqcvzUbGFO5Bv6Q_pA,italian,Raviolo,79,4.0,0.36692750453948975,1.0
Xh-pnPzmUOnjyDE2bTGv5w,thailand,NY Thai Grill & Sushi Bar,137,2.0,0.000400402641389519,0.0
WyeBhonhjnjzzpuPJ1euvw,mexican,La Chula NYC,68,3.5,0.05192531645298004,0.0
NZb6ILmE0p4gQ5harzrAvA,chinese,DaDong New York,506,3.0,0.060622893273830414,0.0
pQuZDnefX038xurT1BhDXA,british,Keens Steakhouse,2340,4.0,0.9997664093971252,1.0
7LLUCXaGbKIibj2mFiA-5Q,mexican,Tamales,3,5.0,0.9319513440132141,1.0
VDbMrjBq-XAKZTS_cgB9_A,chinese,Asian 59,65,3.5,0.07078758627176285,1.0
__r8_g1cgDaiDn10cGeJ3Q,chinese,New China Red,30,2.5,0.0012236963957548141,0.0
aqG65238jHSwIqj3HZTA3g,mexican,Welcome to the Family Coffee Shop,1,5.0,0.9017482995986938,1.0
hdiuRS9sVZSMReZm4oV5SA,italian,Da Andrea,701,4.0,0.8230488896369934,1.0
GXK3j99VZK-7JJ0YrtIR0w,mexican,Parada 47,40,4.0,0.34107542037963867,1.0
R26zweQ8-xoZS7iHkXQOvw,chinese,Shanghai 21,1485,4.0,0.9910688400268555,1.0
Phi_yESeDQJduuMDdwX4ZA,american,Slane,452,4.0,0.715274453163147,1.0
jXL7zCeuhZnQVei5rfq7qw,chinese,The Braised Shop,61,4.0,0.2289535254240036,1.0
reIlBT2vdVkjqztXP73Vug,chinese,Xing & Hui Linda's Kitchen,4,4.5,0.6910133957862854,1.0
f7i6LxdwbDXExDn_58tXaA,british,The Ginger Man,1309,4.0,0.9820404052734375,1.0
0vlKdw90vkZzn-i9tk57mA,mexican,Off The Grid Bar & Grill,64,4.0,0.23842982947826385,1.0
uL629uaGrH10UB5T5cKNeg,mexican,The Sanchez Luncheonette,3,5.0,0.9410777688026428,1.0
4qR-Q4EQb2vXC62OZC6jdw,chinese,China Town Food Market,3,4.5,0.5899078845977783,1.0
rbAxZRKdMoMxeonDTmooFg,mexican,El Vez,580,3.5,0.44450443983078003,1.0
n69FkL9ZcWqda_LeSN6CRA,british,Shelly's Deli & Cafe,36,4.0,0.2072673738002777,1.0
efYELOeAJ-CjKpzayEfblg,italian,Cornerstone Cafe,1050,4.0,0.9659761190414429,1.0
pIrSHmLYW6Bdjiz-HHWd1Q,italian,Bettolona,283,4.0,0.5312893986701965,1.0
dsxgbkIKyu7x7JgpAKeZPA,italian,Tarallucci E Vino - Upper West Side,110,3.5,0.07176221907138824,1.0
RgtjfOte4M88fiNFM4KNvw,british,Sagres Bar And Grill,96,3.0,0.01071131695061922,0.0
DX76JONqehHbcljtiD6kiw,japanese,The Hidden Pearl,30,4.5,0.6580356359481812,1.0
-wkcI5M7902hJyhkN1zS3A,british,124 Old Rabbit Club,333,4.0,0.5852245688438416,1.0
E-BNRjYJyF1UjQCSImMGjw,thailand,Pot Pa Hot Pot,126,4.0,0.34659311175346375,1.0
S8Ntmdlw4bJDBOmxn865tg,italian,A Voce,285,3.5,0.15413998067378998,1.0
42eG3oJ2tv9Vv-32QP51Lg,british,Art Bar,481,3.5,0.23851123452186584,1.0
hzPBADaUBQEL30MGrvKsww,italian,Il Tinello Ristorante Italiano,242,4.5,0.870398998260498,1.0
3n96VKiKG5Tte8z-U-TaLg,italian,SoleLuna Restaurant,336,4.5,0.8843187689781189,1.0
9VyMJICKGbC7Y5Ssq-Xk7w,thailand,The Sabieng Thai,79,4.0,0.2337506115436554,1.0
KkMXFomcmJZBmDdmTMh8yw,thailand,New Malaysia,663,3.5,0.3730461299419403,1.0
iV4Qm5DnGChgrnbYG20ASw,mexican,Sombrero Mexican Restaurant,310,2.5,0.004310097545385361,0.0
Mhu-5t9bi1V0tUgf-LgE3g,british,Haven Rooftop,643,3.0,0.12248753756284714,1.0
LSOpxBBa217HxnJ7VnY2WQ,italian,Il Violino,243,3.5,0.1257321685552597,1.0
NBgDoMiF4tj5aS7V7zayoA,italian,Antica Ristorante,47,3.5,0.07519868016242981,1.0
GxHJW71bjiX5E_mB-qNSmQ,british,Branded Saloon,200,3.5,0.12597210705280304,1.0
ubgvCM3_MvS7YCn4LJ7yCA,american,5 Napkin Burger,752,3.5,0.5980082154273987,1.0
kQa2W0D84lwO31QgUPoOLA,japanese,Ushiwakamaru,150,4.0,0.25496992468833923,1.0
QGRrPt4QwJNxmpM1urPxQA,italian,Two Toms Restaurant,69,4.0,0.33211174607276917,1.0
rkTJsacxaZ3pU0g8AJmr0A,mexican,The Copper Still Chelsea,31,4.5,0.6954535841941833,1.0
oJjMYhA6z1_BVaQpSdyl8g,chinese,Golden Forest,143,4.0,0.2667520046234131,1.0
SoBdWOxymmY5yKANn63UWw,japanese,Ozu,243,4.0,0.3812013268470764,1.0
hh0W5CPtx2MoyQGb1kAEEA,chinese,Chop Shop II,205,3.5,0.09018317610025406,1.0
vhqFa_0SG9M7Ra1OTmfB9A,italian,LaRina Pastificio & Vino,113,4.0,0.3795430064201355,1.0
bmcIFCtXLzkQIgLmDVXs3A,italian,Serafina Ludlow,70,3.5,0.04908095672726631,0.0
ejmJTjHzdMxoq3t7pnnjrg,japanese,Naoki Takahashi,115,4.0,0.23553073406219482,1.0
p2eGvP8uEeSAZx2v5XxNgQ,british,The Heath,228,4.0,0.3785945773124695,1.0
V5hpSbA41oFAIzvZlv_1vQ,mexican,Habanero Blues,201,3.5,0.09991291165351868,1.0
DZ7oBcBdfe_1KxRxvFbsPQ,american,Glass House Tavern,314,3.5,0.17477282881736755,1.0
KscSF2Bnwa_wlg1MbdFjvQ,italian,Tre Sorelle,139,3.5,0.08812779933214188,1.0
pffG9Ciyks5Xik7opl2bEw,british,Phebe's,539,3.5,0.25830078125,1.0
CqQ2Og9kf-LhlUWtODalCQ,american,Blue Ribbon Sushi Bar & Grill - New York,715,4.0,0.8564201593399048,1.0
RMR8-6UfsbPBmw8NmUAl1w,american,Madison Restaurant,331,3.5,0.19282670319080353,1.0
7rxg-tWPc1jK7Cikn5R86g,british,Hi-Collar,478,4.0,0.6208142638206482,1.0
ePqKbqXFBCbwBaWiN2Jo9w,mexican,Ampersand,188,4.5,0.8286890387535095,1.0
t7BIiUN0tFg33kySuuQ0aQ,japanese,Masa,307,4.0,0.5310659408569336,1.0
3rCA4ZFJoxCLosUB8CqlbQ,chinese,Six Happiness,107,2.5,0.0015253759920597076,0.0
