d_TC6Om2EBTzHVm_lCgNtg,chinese,Great NY Noodle Town,1203,3.5,1
EMRVTED2AjIZnyGr9UsCKA,british,The Sports Bar,1,2.0,0
ckQo_h2SQn7GpqNSio6XFg,japanese,Torishin Kitchen,5,3.5,0
6hacsz7FUwprKTjJb6KFog,chinese,Joe's Shanghai,1420,3.5,1
9ZrI7ajuoLnW7Da60-2hAA,chinese,Yong Sheng Chinese Restaurant,5,3.5,0
r3bwyyc48GoqIFYLd4gOXw,mexican,Casa Masa,3,3.0,0
9EcqEGu_0POrIyOPJCC2Jw,chinese,New Dragon Restaurant,2,3.0,0
Vs-3byrsBYwd_Cnfl0CyFw,american,Bubby's Tribeca,1264,3.5,1
ehdmja52dNhEf_Yyipf0eA,mexican,Noches Mexicanas,9,3.5,0
vDkAtrkji4YatAoKbqF_Yg,chinese,Great Wall,3,3.5,0
jvo5yPFrcTfUdOlBqap5LA,chinese,China Gourmet,1,1.0,0
upEljMinfeX9q5jtZPSA0A,chinese,Meiya Kitchen,8,3.5,0
jGwCWWUcSrDK1_i8s0kHeQ,chinese,Mr. Bing,1,2.0,0
Ck4qyOc_m6uxz0uC3l-NTA,mexican,El Paso,2,3.0,0
nFszVPUX4tj-oarjfBO0nw,thailand,Klong,1035,3.5,1
cGqMEMQFtkB3hIGfLy2R3A,italian,Bar Pitti,961,3.5,1
_FbFcCMBYQYvyJQp2-9S_A,american,Akira Restaurant,2,3.0,0
tFIiJ49W47o7QjXNpMtlGQ,mexican,Taqueria Izucar II,9,3.5,0
N9QzfD5sbkbnfdJk227L7g,chinese,U N Restaurant,2,3.5,0
3oDDddw8eggbiEkthCRK1w,mexican,La Mexicana,3,3.5,0
k5BZq7XdRFr4xMbZMMGxxg,mexican,Dos Toros,3,3.0,0
h3kZr9KVuzB9JKJCkWZjGw,american,The Garden Grill,9,3.0,0
MvmuCDXPliFUYJ7B7Y02AA,japanese,Menkui-Tei,1026,3.5,1
gPBrWnGhvg1fCmT7Yh2vPQ,mexican,Cemitas Poblanas,3,3.5,0
DMD9T2qmLopzy0JjQYtCag,chinese,Sunrise Chinese Restaurant,7,3.0,0
oYIdKuDLo54U4lN72NqWkg,british,The Standard Grill,1101,3.5,1
D2qV8sDdHEFlHbVz7VSHRQ,american,Black Tap Craft Burgers & Beer,1036,3.5,1
g5xFiAuPcnPjGr4Vur50qg,mexican,Tortilleria Xochitl,3,3.5,0
jHd7KHMvpI53bZyL9UGTug,mexican,Oxido,10,2.5,0
TBW3arqP85VbGqOlQ3PM1Q,chinese,West Side Wok,1,1.0,0
_usWsAYSKKV2q8xw-3ajrA,chinese,Nom Wah Tea Parlor,1785,3.5,1
L37A2JWXfwR_PgKColA8xA,chinese,Big Wong,1362,3.5,1
dpDbAqjIVWUOb1W-XBMKJw,american,Ardyn,7,3.5,0
TmnKwcIM8zABSnCTetxzAw,american,The Dutch,1100,3.5,1
5bLPXbIxIfkthkwiIu81CQ,japanese,Pure Poke,5,3.0,0
hgCYM-CETMxmNCerr2LrEQ,chinese,China Wok,7,2.5,0
gvAzBcK3YZf6UQqOerqF2w,chinese,New Dragon House Chinese Restaurant,4,2.5,0
36RURbd4JcyJfaq8pRbvXw,chinese,Golden Imperial Chinese Restaurant,7,3.5,0
8XLhXJcJ2XbQ8dTBY9YyQg,british,Corner Bistro,1474,3.5,1
GxqEVZUgz8xophUos_V3eQ,british,The Breslin,1544,3.5,1
s3I5FZ-4Awiyph58ijD8Xg,chinese,Oriental Chinese Restaruant,4,3.5,0
Cnqy9w1BFXZFEaChfox0ow,italian,Rosemary's,881,3.5,1
xrkXQcbqyS2T_YC7Box79w,japanese,My Sushi,6,3.5,0
Z8pm4rLTBki7OLgtbcTXEg,american,Corner Social,914,3.5,1
hKdvsbuQRtjajWYwjaoOQw,mexican,Tavern on the Green,1225,3.5,1
kJN998lZUKPbzYX3qSLc5Q,british,Channel 4 Restaurant,2,2.0,0
zubN8Ve-RyoljRZV4NRxEQ,chinese,Wo Hop,1302,3.5,1
QZY3xdZvrhfBLPRVr6ryiQ,chinese,Lucky Star Restaurant,9,3.0,0
HfJhenvKDi-ds8SUJFwrLg,japanese,Momofuku Noodle Bar,4077,3.5,1
R5jpETY0OshPn-AeJjs0fA,mexican,Dos Caminos,999,3.5,1
BGxPQKWgcNcFgn0sb9msLA,chinese,Ollies at Hiro Sushi Inc,6,2.0,0
kqewBLuQDB3euc-s_mRf4A,italian,Otto Enoteca Pizzeria,2059,3.5,1
H7zi5B1g3kKd4WC8vItbKg,japanese,GoFish Sushi Box,2,3.5,0
2RbBg1CIxBZAc2MQPdxkcA,british,Lillie's Victorian Establishment,1018,3.5,1
JzD9nfJWHwnG-2Wk87muHg,thailand,Qi,1166,3.5,1
zZecd370h2jxzh1kRJ4y2g,chinese,Asian Jewels Seafood Restaurant,977,3.5,1
pSSajdYNKTyAGV8-fk7fWQ,thailand,Joya,1254,3.5,1
sinDhwX8Egru_3FCI7bhkw,chinese,Laut,1101,3.5,1
x_t-FtDa5HVgc-wecp0HBg,chinese,Shanghai Dumpling,2061,3.5,1
_fff8IsejG9-2cFbf-CnrA,mexican,Lupita's Restaurant,9,3.5,0
hBGxI6aU6sT6080ZX4UeDw,mexican,Los Dos,1,3.0,0
JCrKKepUUkRIIPD2UD1i0g,american,Alice's Tea Cup Chapter II,1360,3.5,1
QwL5LS436Xjo9MHFi2rc-g,mexican,Agave,1204,3.5,1
FLM5Cqc_8Ht6jmrwWg0VhQ,japanese,Asaka Sushi,3,1.5,0
xsU6Gs5m89_u2d7G75s4dw,thailand,Yummy Yami,5,3.5,0
xZ19F2iiWiA36LAS5PH_GA,chinese,Great Wall Kitchen,6,3.5,0
Zs-IWJ6vpGK3GcmFrBecXQ,italian,Aroma Trattoria,5,3.5,0
k5NAz3-goMXKoUqPfOZ1Hw,american,The Smith,1862,3.5,1
o5ERD8dqk0yEMvWvW6a9cA,japanese,Takoyaki,4,3.5,0
laiRlkG_gfzPqLPK4gQy1g,mexican,Fresco Tortillas,2,2.5,0
jsmHlpiJLfaPW3xvldRYjg,japanese,Izakaya,4,3.0,0
6F9XOOr60g5fL46YOOhyRQ,british,British Airways Galleries Lounge,6,3.0,0
wqYHhMnpdfUVGL5JI3Wi_A,japanese,Ivan Ramen,1139,3.5,1
SyvC0s3y0ZrtnLbwnvw7tw,chinese,Tim Ho Wan,1465,3.5,1
tLk55gBN_UV59tVrvBABUg,chinese,Good Chinese Cuisine,2,2.0,0
Hd97N_WkZ_RJ6nsekbNrKQ,british,Thaimee Table,1234,3.5,1
SduYUnNnuA93MVg4FrIguA,chinese,Happy Garden Chinese Restaurant,8,3.0,0
ONEe1U1fNGT80jAEE0sCrg,italian,Vapiano NYC,1131,3.5,1
eVBVn6bjwl_mMLxN-35_6w,british,Hotel Chantelle,1249,3.5,1
9xRIcn0jTyvWNH9aBO3oAA,japanese,Kenka,1492,3.5,1
dtnmxLqBnNAfdCN8fYVeLw,thailand,Room Service,1767,3.5,1
84zvcPTAVCsSVtzCUtSDtA,chinese,Cha Chan Tang 茶餐廳,965,3.0,1
MJwyoXJrN7UmqWcWQ5rG1w,chinese,King Chef,6,3.0,0
C5lP--2smxLLB9UCmoq5eQ,mexican,El Patio Mexicano,7,3.5,0
KkPanVlxtpsuG0V0IlEchg,chinese,Szechuan,2,3.5,0
vvoYfgEf8_T17ZnONo5izw,mexican,Taqueria El Poblano,6,3.5,0
boRM4i0UQswxQIp6CA9y_A,mexican,La Esquina,1939,3.5,1
XxLGYdB0s8IkZ9QZtGKBZA,american,Burger Joint,2241,3.5,1
xcJPCQeG3OgXWkgjB8avfQ,chinese,Amazed Palace,4,2.0,0
lNGdiIQwGOGsXAKvRMVC0w,american,Big Daddy's,912,3.5,1
qHi_FA4zSEkFshXQ4Chc9A,chinese,Jiang Diner,1,1.0,0
DZE4ThXa7d0kSXnR3Hb-kg,british,Junoon,1347,3.5,1
ADt4Wp-0XkSLXQ2nWoDnaw,chinese,Meetrice,10,3.5,0
V6xlMNLFTsxB4W0VVcRK_Q,british,230 Fifth Rooftop Bar,3193,3.0,1
EzuRT_4vOrvWdHqZzEFf0w,japanese,Oh Taisho,939,3.5,1
ZUBqQZwMGZSOVbfpOI_uyg,chinese,Vanessa's Dumpling House,1032,3.0,1
5Akss-swwfyoSVeIsDBbvw,italian,Basta Pasta,1347,3.5,1
tGsfb07uPQk6QloAB-XC2w,british,The Loeb Boathouse,1165,3.5,1
bQNqiix_9TgeFy2cbjms-Q,american,Express Brook,5,3.5,0
mqlmAxvp0b1jEL-mWN4dVg,mexican,Freedom Mexican Restaurant,10,3.5,0
HyENSD29rcF_5iSFakhMSw,thailand,Song,1034,3.5,1
FH978pIP1TLRuPAH-MbWIQ,chinese,Jing Fong Restaurant,2160,3.5,1
3X-4PyyktdlauGFQ0wdDnA,japanese,Yume Japanese Funk Bar,8,3.5,0
9M5AX_NthLQADRCcspua7Q,british,Delicatessen,1141,3.5,1
bRPq-Nmct5bOuOtsu8fC7Q,american,S'MAC,2128,3.5,1
FPuOTMD-dmXTFz3rUsEkMg,japanese,IchiUmi,1336,3.0,1
LOSeyhiSWBPa6fS3H7xQMw,chinese,Silver Palace,7,3.5,0
qLUH_0H8ct_DTSqrjwd3DQ,mexican,DORADO Tacos & Quesadillas,9,3.5,0
B3i4zs5wquFu1UZyzYJ-bQ,chinese,BaoHaus,1870,3.5,1
GrxbGiLMkl1jd665k1lbIQ,chinese,LULU Chinese,10,3.5,0
V_5IS9PY4tjmYk95lDWfgg,mexican,Tequilas Mexican Grill,7,3.5,0
sCdHhISHDQ34_j4Z3u8MWw,japanese,Izumi,6,3.5,0
JlpVZdT1V-Pd5y3LH0xBPg,chinese,Dragon Palace,3,3.5,0
-w4biAdR3WM63HlRSey1Ew,chinese,Jak!,6,3.0,0
dYWjNK07igws9jFNgQmhng,mexican,Rosa Mexicano,1400,3.5,1
UwOPkhqaHMR1JAECFFEA5Q,japanese,Anai Sushi,2,3.0,0
TU_BU9HLflYI2xlyqVQdRA,chinese,TAO Uptown,2455,3.5,1
fBOhaN4rabcM9aJg5qWM-w,chinese,Chung Ching Restaurant,8,3.5,0
6CyU130WwLre-uRfhi48oQ,chinese,Great Wall Restaurant,1,3.0,0
-u02f3nAME2AcjDwioLWsw,american,Sarabeth's,1695,3.5,1
sGd1ZiC4bW8m6TxxyhM_Pw,mexican,Tacos El Picosito,5,3.5,0
4cNKwCO8XxaF2cz2s7jpZQ,chinese,Hui Fu Chinese Cuisine,7,3.0,0
uBhLATTsbHYzR5kwjQIvwQ,british,Landmarc at the Time Warner Center,1055,3.5,1
DFRpXRHjOHBxYHiuvwaEQQ,mexican,Rosa Mexicano,1112,3.5,1
N39iw9BiwCE0MEmbS8XMcA,mexican,Burrito Bar & Cafe,7,2.0,0
r--VG0XCkbqRx8-CDhzaLA,mexican,Superior Gourmet Marketplace,7,3.5,0
f-WgMe3tJWlawXNDQOR11g,japanese,Boil Boil Ramen,8,3.0,0
FCl5446Rovk1HRHoXpojdg,italian,LAVO,966,3.5,1
aZOXAuksT-zYgZdrTYXyVQ,mexican,Burrito Mariachi,7,2.5,0
WVps4Rw-FHgEUdwtH02t3w,chinese,Chung Lan Gardens,5,3.5,0
UXVDyIzmO5kmJnlv-HDXLg,american,Cafeteria,3151,3.5,1
JRiHG5F7Dc3Ce1YKBet3wA,mexican,Abajo,7,3.5,0
ZyfOt84HvbX4FsqGLOZqCw,american,Schnipper's,903,3.5,1
okNIE5TrZVy43GI0A3aUIw,mexican,Rocco's Tacos & Tequila Bar,1150,3.5,1
