id,cuisine,review_count,rate,score,best_answer
WNOUPEZ6J8SZVSaK6Q3e-A,italian,542,4.0,0.7070232033729553,1.0
0GeWlp7_SBsKBKUa10QBIg,american,149,3.5,0.09711293131113052,1.0
5f3M0k7mTjrKoQFJW-PFzg,american,292,4.0,0.5246670246124268,1.0
jku9Fg8JsUbv_LQzg6PK4g,italian,362,4.0,0.5975441336631775,1.0
np98mkA22LYf6kCwCL59pw,british,757,4.0,0.8997647166252136,1.0
TDyu1-6XF7r1jc13j7nDNA,american,375,4.5,0.8957004547119141,1.0
JjzCmRn3q8JrlwHx8nFhAA,chinese,152,3.5,0.0765858143568039,1.0
FdCQmAHzhbHuaP5lcsYs6w,japanese,42,4.5,0.573745608329773,1.0
EYzO2CoT5SppebYMxNxzyg,mexican,47,3.5,0.08135054260492325,1.0
azGPyK3p6HDmvQGX0AyDtg,chinese,324,4.5,0.8812189698219299,1.0
2CMgTjJoC3II30mxRy-G8A,thailand,156,3.5,0.08562904596328735,1.0
AgTj_2PYIKP519hexQCvCg,chinese,287,3.5,0.09823466092348099,1.0
xBx9GgsH2Npbcp7foPobQA,mexican,261,3.5,0.10641250759363174,1.0
K9_vumaLO80LXgoPNJJvRQ,american,3,5.0,0.9103684425354004,1.0
PpRcR8PPK3bdLCzAevOosw,japanese,247,4.0,0.42442408204078674,1.0
hgwnIf9c9_IvY40YhdqQfw,british,608,3.0,0.09316575527191162,1.0
qQIF8nQE1eliKObIlFvBaQ,mexican,318,4.0,0.5556537508964539,1.0
l3USyZNhkkTsG-6-rHvsew,mexican,64,4.5,0.6973944306373596,1.0
i34wlziIjT8lHgUN1o0ToQ,british,339,4.0,0.4823324382305145,1.0
KOaeW18qq4C03Dfd06IXPQ,italian,406,3.5,0.19615797698497772,1.0
YGaWUrDu9FE5i6Ca-Q5mew,thailand,313,4.0,0.5175158977508545,1.0
1xxx4X6harPvGMcPmS15BA,japanese,381,4.0,0.5956366062164307,1.0
b9y5FEHQPtcaLOnO1YJmjQ,mexican,7,5.0,0.9103617072105408,1.0
OmB4X44Ru8gjD6qgSNlXdg,italian,114,3.5,0.07080496847629547,1.0
yyrXCNbXdXd6C6HQpYRWrQ,american,1,5.0,0.9045846462249756,1.0
8Y5Ytn30Wup9sNf2n99s1A,american,442,3.5,0.2507629692554474,1.0
JRmQRFEEnSUdAcesHun9AQ,japanese,996,3.5,0.737240195274353,1.0
gED3ep4dX5FP_FYVTkokIQ,italian,259,4.0,0.5114730596542358,1.0
fNRRmvVKTbEBSaAOcA-3bA,italian,165,4.0,0.3397260010242462,1.0
v8_MaF5d2u5qZ6evINBsig,american,183,4.5,0.7820196747779846,1.0
Dqu-5RxNbbpBsL1Ssht9Ng,chinese,163,4.5,0.7674728035926819,1.0
dHBPdgXiYhbDig7BAZnH_A,japanese,295,4.0,0.5203349590301514,1.0
PuJex8WQ5_Qym17HP03mXg,italian,110,4.0,0.27536144852638245,1.0
CqQ2Og9kf-LhlUWtODalCQ,american,715,4.0,0.8777023553848267,1.0
g6QOBY2bmEw5CKfiZ43egQ,american,35,4.5,0.6426394581794739,1.0
LDwxXfapMw6xNbTF0YDFaQ,british,302,3.5,0.1875806301832199,1.0
siMk2bf7QomxjAY0hD3BFQ,british,105,4.5,0.7932862043380737,1.0
xeC9vn3dxVVzAMR_aFwfXg,italian,345,4.0,0.5348948836326599,1.0
JhJLPp6KuBcD3CHCkEKJ_A,thailand,950,4.0,0.9134246706962585,1.0
94srme7xJgrMEpViOOPgbQ,japanese,165,4.0,0.3987347185611725,1.0
zIWN9NCPm77yT9m8ALx_Zw,american,432,4.0,0.6472501754760742,1.0
zGThJJhL82LDEUlUFALImQ,italian,82,4.0,0.24649614095687866,1.0
dFBtU2QSbBc0x27q28EFJw,american,657,3.5,0.39479687809944153,1.0
6gzQLjzJk25ePm_JS7ZAug,british,300,4.5,0.8909158706665039,1.0
u1dEMaP86MKl7lO5MyJLhg,japanese,195,4.0,0.37069112062454224,1.0
YDcm61sM_BP_FKmFLgoPAw,japanese,122,3.5,0.08178477734327316,1.0
fgGRIM0b9JGIoNOAnHzROQ,chinese,67,4.0,0.31542205810546875,1.0
uazg6WhYVOw3jhWCG_MDBg,thailand,88,4.5,0.6396443843841553,1.0
hhqUkocxtcnILE4hKFCoPg,italian,79,3.5,0.06657245010137558,1.0
A2OkNFvMNyuaEgRx6wcobg,japanese,126,4.0,0.3458365201950073,1.0
f2MA23sMC3WpJA2LgBlGuQ,thailand,256,3.5,0.0934285894036293,1.0
_Ge2eC89Z-jlaDDWglfT8g,chinese,159,4.5,0.7191929817199707,1.0
ePdAQHh3ZlktMZ4YTLWpwg,mexican,5,4.5,0.7063139081001282,1.0
dS2VNgvdLCAxImvcVBV6wA,british,378,3.5,0.21917231380939484,1.0
Fb8vIbK7jc_6cTDJ4tOKTA,japanese,476,4.0,0.5766863226890564,1.0
tguMh2GgOcU9fu6WN3dqpw,thailand,919,4.0,0.9393417239189148,1.0
DCTWsTYqkbwJ-pFCIwmHew,american,116,4.0,0.38185349106788635,1.0
V9jFJfuK3FzWCJGoY15EgQ,mexican,204,4.0,0.45704561471939087,1.0
yqU1-chsjix3T4EMY2MyxA,mexican,183,4.0,0.36103227734565735,1.0
Ve_iFpnhL8zN789ZL2jnxQ,thailand,130,4.0,0.2642092704772949,1.0
nI1UYDCYUTt23TpGxqnLKg,chinese,3732,4.0,0.9999995231628418,1.0
nCZItoG9cfqXBP5mn9Kv7A,chinese,1,5.0,0.8845973014831543,1.0
4nohlTsGHEDdpwYkRTt-fA,british,1028,4.0,0.9486594796180725,1.0
d_sZea-w-yu3QJ4l6esrrg,japanese,1,5.0,0.9231907725334167,1.0
8HhDFK48icqSni1E2-Cg5g,japanese,9,4.5,0.6294974684715271,1.0
etU9gCufydWxkm44Y_esyA,chinese,34,4.0,0.2614172697067261,1.0
hNFe8WhCibrqT4sFcZmAgw,chinese,86,4.0,0.2853025197982788,1.0
jJfCbhEnI5PMPW_vS-Pp6g,british,163,4.0,0.4146944284439087,1.0
l-oj1yA5liiFEEwoi-1ELA,italian,104,3.5,0.09428280591964722,1.0
qOv_Tb5oOx6vIOMQ14wqpw,british,21,4.0,0.2626114785671234,1.0
1PBlkYAEFhc0cpqNNvlkWg,british,373,4.0,0.5367276668548584,1.0
qWUJq3Kc8kNV3FUsLeesjg,italian,60,4.0,0.23741048574447632,1.0
4QVG74AmkmhjE63-gwyWow,mexican,24,4.5,0.748437762260437,1.0
FhXjAc6nKLf414KxYujUHw,italian,2623,4.0,0.9999512434005737,1.0
6gl5cTB4mqpIbN2pIwD6hA,mexican,29,5.0,0.9205229878425598,1.0
csVEpHy5KJoFvM1qp5XwLQ,american,902,4.0,0.9328298568725586,1.0
TtGdKu-qGVvFttp-RcdYwg,british,384,3.5,0.23479707539081573,1.0
ZrzSDDj54aUlPqn4MQMKeQ,japanese,647,4.0,0.8366914391517639,1.0
2ZbGLUZpaJO8mdxi7UaVMQ,italian,405,3.5,0.17640972137451172,1.0
uK7BhMiook9Ij93l-5nEUA,japanese,93,3.5,0.07334833592176437,1.0
vYGi3439teYg1wPzqVcHUA,british,361,4.0,0.5921205878257751,1.0
JFlt7BDll3JUDy78vJ2q1g,mexican,30,4.0,0.25025856494903564,1.0
O3YtwHpY9ZZakLDkUa_TCQ,british,140,3.5,0.08789088577032089,1.0
yj4culC4vfNKWXdj5ZxJ4Q,japanese,137,4.5,0.7175785303115845,1.0
8FJ8XVa-duF8rPeyfscUPg,chinese,127,3.5,0.0790785402059555,1.0
ldNAjLZ9sAM0PbPcJtz5Jg,japanese,218,4.0,0.4364074468612671,1.0
jQBqd5RIFxBWcTvCkxG2sw,japanese,77,4.0,0.21529549360275269,1.0
q3_FgDWWuXcVGiNuo_OPBQ,italian,125,4.5,0.7319797277450562,1.0
zqbjE3QLDfWpzyFARJ_cng,italian,239,4.0,0.4590311050415039,1.0
UJe9_p6NEl0kA6xHVo5PKw,american,124,4.5,0.7916374206542969,1.0
nrJtX2BcYW1e1zdokH_aGg,japanese,139,3.5,0.0708531066775322,1.0
pNYcGGAj4AYaExlmrEmfUw,british,643,4.0,0.8419731259346008,1.0
xXZjekBXs6wFFpK1exZJnw,italian,41,5.0,0.926274299621582,1.0
IU7J-biFGBwrl6qKBPGStQ,japanese,229,3.5,0.07148218899965286,1.0
S1dsXbNk1NRy71eIhm1TmA,american,316,4.0,0.4398335814476013,1.0
AeNU0DYNtYDVPGnWAIh-0Q,chinese,357,3.5,0.14934894442558289,1.0
qosp2vDDXks8eMGH7p4WSQ,mexican,813,4.0,0.9034168720245361,1.0
MPblH3J1kpbNGL4C4U7RAQ,italian,47,4.0,0.33768752217292786,1.0
srBtwi5Axw5NSGBotSmJbA,japanese,14,4.5,0.5865825414657593,1.0
Wkr7PphFilgEpHTl8pzmJQ,mexican,1,5.0,0.9317666888237,1.0
L5MrjGhBqQkwlguY0ilxqA,italian,360,4.5,0.9174150228500366,1.0
tbyq3mdNFQrZPIuRmO0bQw,mexican,1,4.0,0.22533787786960602,1.0
hcI6TVxFyVNEPXg3rF1bQw,mexican,98,4.0,0.28701314330101013,1.0
P5gcdU1DX9M1V4W-V9o-wg,mexican,18,5.0,0.931464672088623,1.0
B7bxdtvLYR7Nmex4AIFd4w,chinese,559,3.5,0.2763392925262451,1.0
zDkwJeNcNU251vmi2EeANg,british,133,4.0,0.2798346281051636,1.0
fMQE2-THWN-Ue-onxQxvtw,mexican,115,4.0,0.30737224221229553,1.0
w4cFJhUpjGXqqWBd3BbY4w,british,1970,4.0,0.9991891980171204,1.0
efYELOeAJ-CjKpzayEfblg,italian,1051,4.0,0.9667150378227234,1.0
RGSjUKs-hNpCSafrFcU-VQ,mexican,227,4.0,0.403425931930542,1.0
WmK7GXwOnLSTRN1ocyUThg,italian,424,4.0,0.6928665041923523,1.0
HqctC520WAFC5D-U8Ln--g,mexican,12,4.0,0.25353166460990906,1.0
eVk4F9ixl89zyUHJ1G2Aiw,italian,1011,4.0,0.9548987746238708,1.0
uPXehVdHJ_aM1V17iNfSSg,italian,80,3.5,0.07030060887336731,1.0
AVlPC5AQX_qQMEf02H-wug,american,501,4.0,0.7221865653991699,1.0
B2RP0JwTBsQhS1n5_DQG0Q,mexican,7,4.0,0.2358219176530838,1.0
BkXb82Y2OIsQ5RpNNQOYmQ,chinese,90,4.0,0.29122647643089294,1.0
84zvcPTAVCsSVtzCUtSDtA,chinese,965,3.0,0.30094316601753235,1.0
mfJaJSspapkcL2MIsNuUjw,mexican,197,4.0,0.44325560331344604,1.0
Ro-EW-LYUOXlnkb9wUmX8A,british,99,4.0,0.32377755641937256,1.0
xtxcAUvrD4dWHJd0cwvW1A,japanese,347,4.5,0.8907899260520935,1.0
Fv6ueSQwc_ITpXEhybHvtA,japanese,681,3.5,0.48497864603996277,1.0
k4QfaFoqtpEZ1LZylJZqww,chinese,431,4.0,0.5964882373809814,1.0
10LkCZ15CQyhgJ90eRxxfw,american,208,3.5,0.07716385275125504,1.0
HLDKZXsi7TQ0P3rS2wd-UQ,thailand,300,4.0,0.5016694068908691,1.0
mtmEa4vFYa764G97sqQ9dQ,italian,188,4.5,0.8375058174133301,1.0
iQTPjiskoE0jfHsoBSR1Jw,italian,136,4.5,0.8144529461860657,1.0
ckDKWs7pyXpRYi06sVedrA,japanese,407,4.0,0.5072650909423828,1.0
p7HH7fLzx_H1y2hkttYxtg,japanese,444,3.5,0.23554977774620056,1.0
QdIeRttev3jQ0fOZBgiuzQ,mexican,12,5.0,0.9462356567382812,1.0
sp0TJe-0NrjbNf5cl8BOFg,mexican,1,4.0,0.24195821583271027,1.0
-oH3NL7-VzyD_k0qelkzPA,american,193,3.5,0.08686356246471405,1.0
VIIfYEzIppjps0K_J_8zLg,mexican,584,3.5,0.3249596655368805,1.0
9AUVb5HNQl2117Nkl7sP-Q,japanese,217,3.5,0.09797889739274979,1.0
2zaFer47CnuerUmTfAjJ9A,japanese,35,4.0,0.2021574079990387,1.0
pK-TQMe7SE_erplC9EWjUA,italian,187,4.5,0.7657138705253601,1.0
n-W54Fja1oW5u3gzYp9HwA,italian,135,4.5,0.7866538763046265,1.0
oNP_QmgP_fDBElFq9vA7Og,american,116,4.0,0.3814004361629486,1.0
lwfCl81r5a0mjxDNxNGC9w,italian,611,4.0,0.8094452619552612,1.0
oEZgjH40y-3SVYSD9tnUkQ,japanese,280,3.5,0.1377710998058319,1.0
mykhv_-D5kREsbwCjeB1AA,mexican,66,4.5,0.7740537524223328,1.0
ESpIimUxHNF1fFuGBdVwCg,italian,324,3.5,0.18389256298542023,1.0
MwtXOkRUndPU-ivbtLD-bQ,japanese,277,4.0,0.470277339220047,1.0
EZ-ec_6fXPsZiDshbFMnjA,mexican,94,4.0,0.36552056670188904,1.0
dYWjNK07igws9jFNgQmhng,mexican,1401,3.5,0.9416397213935852,1.0
_werKKNouq2RM1vM-VCxnA,japanese,119,4.0,0.2281155288219452,1.0
15R8rx9SHKNVYBwgAuTyGA,japanese,145,4.5,0.7718683481216431,1.0
oNJOIxuZlrTYFWwAFMTdkQ,italian,153,3.5,0.08833463490009308,1.0
EXEDl7BOLZksz3Uy_RVFhw,japanese,266,4.0,0.45725739002227783,1.0
DB92Fo__BuJrSLUr7DreTQ,american,598,3.5,0.3672928810119629,1.0
IxE4JA1oiCIuZ3cefYJBSg,mexican,2,4.5,0.6099126935005188,1.0
dbCTJp9ENDVIquxBWONzWQ,italian,112,4.0,0.3039734661579132,1.0
x3_DaW2lWCNovheuZV_nAw,chinese,58,4.0,0.291144996881485,1.0
wG8HWutaTh8TKS4R586-5A,chinese,15,4.5,0.5867037177085876,1.0
o5fBZCGs2HCkibIxQ2-2ig,mexican,43,4.0,0.2895072400569916,1.0
05rVLz-3rXabPskGje2xHA,japanese,4,4.5,0.5639694929122925,1.0
NebgteFykeM1gwiVgPcCHw,chinese,619,4.0,0.7325481176376343,1.0
1dFOF1HPaThSCsdiqR7DrA,chinese,286,3.5,0.1634068489074707,1.0
51bIytR3n9QMViYvWpl2MQ,mexican,2,5.0,0.9427498579025269,1.0
gJg_Gh2lqrCprDzR6ZP9QQ,italian,42,4.5,0.6473925113677979,1.0
So6xT7Hl0HDcPqipvGfZdA,italian,182,3.5,0.1211397796869278,1.0
Q1TpfbuPwKPFrNFyu-u2_g,chinese,189,4.0,0.4121585488319397,1.0
ym21beAL2bMKOrt9QiYY8g,japanese,163,3.5,0.09451229870319366,1.0
_EgBjtufCZIWwUkRn53OAA,chinese,92,4.0,0.23739908635616302,1.0
FKzpfWUpyupl4q74Jt8fTA,italian,1300,4.0,0.9872283935546875,1.0
2IHGMQVQ7zmb89WyiiH1AQ,mexican,904,3.5,0.769006073474884,1.0
Sp-vnk-waTvKblG_88M4TA,italian,180,4.5,0.763899564743042,1.0
jKDXlyPG-2rmcp9Ej6jPLA,thailand,28,4.0,0.1937870979309082,1.0
aSprnLY-6GkMk1cuv0TMeA,italian,838,4.0,0.9133776426315308,1.0
rl4oh6gazLodmf09MbMjFw,japanese,74,4.0,0.28519129753112793,1.0
7_hGsGEkHrjgAiYVjrCFnw,italian,835,4.0,0.8953735828399658,1.0
klVfGJTnunYSSGuTv0XA-Q,italian,160,3.5,0.1139620989561081,1.0
pX5QH2s3ttEGzZ5Xapr3QQ,italian,14,4.0,0.2474077194929123,1.0
HD0e3eHwv573qHZOJJitWg,italian,420,4.0,0.6789271831512451,1.0
bU0Ymp2m_6sq3NPw_rXGFw,mexican,312,3.5,0.19547466933727264,1.0
ynB8T3htx8s5V0YV8gVPGA,chinese,401,4.0,0.5768436789512634,1.0
q0HBfS9eJ9AeuaWQ3Ronqw,italian,123,4.0,0.31931164860725403,1.0
0nYfyel0UwlI1qXHOjTw0w,japanese,130,4.5,0.696890652179718,1.0
6fjcZtaEtrmIas-WNss-eQ,italian,303,3.5,0.19030529260635376,1.0
0yg9DS4RDceQ6HgH3Jx80Q,mexican,237,4.0,0.5139891505241394,1.0
q1ha1qnViHKmh3-tEGw8DA,mexican,35,4.0,0.2629845142364502,1.0
CO3lm5309asRY7XG5eXNgg,british,330,4.5,0.8500144481658936,1.0
